strategy_id,ticker,isu_cd,name,market,trade_id,trade_sequence,entry_signal_date,entry_execution_date,entry_open,entry_market_cap,entry_avg_trading_value_20d,entry_signal_close,entry_market_cap_pass,entry_trading_value_pass,entry_close_pass,entry_pattern_a_stage,fast_stage,fast_status,monthly_permission_state,daily_risk,fast_score,fast_score_state,first_progressed_date,first_progressed_effective_trading_date,lifecycle_class,loss_guard_triggered,loss_guard_signal_date,loss_guard_signal_close,loss_guard_return_at_signal,loss_guard_execution_date,loss_guard_execution_price,loss_guard_realized_return,exit_type,exit_signal_date,exit_execution_date,exit_price,terminal_return,mfe,mae,peak_giveback,holding_trading_days,holding_weeks,trade_status,cutoff_date,cutoff_valuation_price,mark_to_cutoff_return,entry_signal_information_date,entry_filter_raw_date,identity_effective_from,identity_effective_to,entry_fundamentals_gate_pass,entry_latest_fy,entry_annual_revenue,entry_annual_operating_income,entry_latest_quarter,entry_quarter_revenue,entry_quarter_operating_income,entry_revenue_yoy_pct,entry_operating_income_yoy_pct,entry_operating_income_growth_mode,fundamental_exit_triggered,fundamental_exit_primary_type,fundamental_exit_all_flags,fundamental_exit_signal_information_date,fundamental_exit_execution_date,fundamental_exit_accelerated,abc_entry_pass,abc_latest_fy,abc_annual_revenue,abc_annual_operating_income,abc_latest_quarter,abc_quarter_revenue,abc_quarter_operating_income,abc_revenue_yoy,abc_oi_growth_mode,abc_oi_yoy,fundamental_exit_type,fundamental_exit_signal_date,fundamental_exit_a,fundamental_exit_b,fundamental_exit_c,fastcore_exit_candidate_type,fastcore_exit_candidate_execution_date,primary_exit_source
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,005690,KR7005690003,파미셀,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_005690_KR7005690003_KOSPI_01,1,2025-05-23,2025-05-26,12490.0,719603398360.0,11744842643.25,11990.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.49,READY,2025-05-31,2025-05-30,SKIPPED_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2025-07-31,2025-08-01,12630.0,1.12,13.69,-17.05,12.57,48,9.6,REALIZED,,,,2025-05-23,2025-05-23,2010-01-04,2026-08-21,True,2024,64851303832,4655636703,2025Q1,27029679934,8380213999,146.322825,-517.933737,TURNAROUND_TO_PROFIT,False,,,,,False,True,2024,64851303832,4655636703,2025Q1,27029679934,8380213999,146.322825,TURNAROUND_TO_PROFIT,-517.933737,,,False,False,False,EXIT4_SCORE_DRAWDOWN_GE_15,2025-08-01,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,005930,KR7005930003,삼성전자,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_005930_KR7005930003_KOSPI_01,1,2024-05-17,2024-05-20,78100.0,462061169370000.0,1499442008138.85,77400.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.8,READY,2026-02-28,2026-02-27,NORMAL_EARLY_TREND_HANDOFF,True,2024-09-10,66200.0,-15.24,2024-09-11,65100.0,-16.65,FUNDAMENTAL_B_SHARP_DECLINE,2024-08-14,2024-08-16,79400.0,1.66,13.7,-10.12,12.04,63,12.6,REALIZED,,,,2024-05-17,2024-05-17,2010-01-04,2026-08-21,True,2023,258935494000000,6566976000000,2024Q1,71915601000000,6606009000000,12.816978,931.901909,YOY_PERCENT,True,FUNDAMENTAL_B_SHARP_DECLINE,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-14,2024-08-16,True,True,2023,258935494000000,6566976000000,2024Q1,71915601000000,6606009000000,12.816978,YOY_PERCENT,931.901909,FUNDAMENTAL_B_SHARP_DECLINE,2024-08-14,False,True,True,LOSS_GUARD_CLOSE_LE_NEG_15,2024-09-11,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,006040,KR7006040000,동원산업,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006040_KR7006040000_KOSPI_01,1,2025-04-25,2025-04-28,41000.0,1630531056600.0,2351442352.5,41150.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.99,READY,2025-09-30,2025-09-30,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-08-14,2025-08-18,46150.0,12.56,35.12,-4.39,22.56,75,15.0,REALIZED,,,,2025-04-25,2025-04-25,2010-01-04,2026-08-21,True,2024,8944231939726,501319940394,2024Q4,2220399350249,132132634203,5.616573,45.583591,YOY_PERCENT,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-08-14,2025-08-18,True,True,2024,8944231939726,501319940394,2024Q4,2220399350249,132132634203,5.616573,YOY_PERCENT,45.583591,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-08-14,False,False,True,,,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,006120,KR7006120000,SK디스커버리,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006120_KR7006120000_KOSPI_01,1,2024-02-23,2024-02-26,47100.0,908105683500.0,2842094400.0,47700.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2025-11-30,2025-11-28,PROGRESSED_WITHOUT_DIRECT_HANDOFF,True,2024-06-24,39000.0,-17.2,2024-06-25,39000.0,-17.2,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-20,2024-03-21,43950.0,-6.69,0.0,-8.81,6.69,18,3.6,REALIZED,,,,2024-02-23,2024-02-23,2010-01-04,2026-08-21,True,2022,8717115148765,362228951564,2023Q3,2359793448603,109908668644,25.267397,85.588622,YOY_PERCENT,True,FUNDAMENTAL_A_OPERATING_LOSS,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_B_SHARP_DECLINE,2024-03-20,2024-03-21,True,True,2022,8717115148765,362228951564,2023Q3,2359793448603,109908668644,25.267397,YOY_PERCENT,85.588622,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-20,True,True,False,LOSS_GUARD_CLOSE_LE_NEG_15,2024-06-25,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,006120,KR7006120000,SK디스커버리,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006120_KR7006120000_KOSPI_02,2,2025-04-25,2025-04-28,41200.0,775196873750.0,1408974232.5,42250.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,76.85,READY,2025-11-30,2025-11-28,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,FUNDAMENTAL_B_SHARP_DECLINE,2025-05-15,2025-05-16,43650.0,5.95,7.16,-0.61,1.21,12,2.4,REALIZED,,,,2025-04-25,2025-04-25,2010-01-04,2026-08-21,True,2024,9039602889123,172557836004,2024Q4,2572049363639,72488995920,21.308762,-242.913063,TURNAROUND_TO_PROFIT,True,FUNDAMENTAL_B_SHARP_DECLINE,FUNDAMENTAL_B_SHARP_DECLINE,2025-05-15,2025-05-16,True,True,2024,9039602889123,172557836004,2024Q4,2572049363639,72488995920,21.308762,TURNAROUND_TO_PROFIT,-242.913063,FUNDAMENTAL_B_SHARP_DECLINE,2025-05-15,False,True,False,,,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,006120,KR7006120000,SK디스커버리,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006120_KR7006120000_KOSPI_03,3,2025-05-16,2025-05-19,43800.0,792627336000.0,1328176978.75,43200.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,2025-11-30,2025-11-28,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-28,2026-03-03,60500.0,38.13,55.94,-1.26,17.81,192,38.4,REALIZED,,,,2025-05-16,2025-05-16,2010-01-04,2026-08-21,True,2024,9039602889123,172557836004,2025Q1,2406122030707,110687087184,11.470579,180.443202,YOY_PERCENT,False,,,,,False,True,2024,9039602889123,172557836004,2025Q1,2406122030707,110687087184,11.470579,YOY_PERCENT,180.443202,,,False,False,False,EXIT4_SCORE_DRAWDOWN_GE_15,2026-03-03,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,006260,KR7006260004,LS,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006260_KR7006260004_KOSPI_01,1,2022-06-03,2022-06-07,68500.0,2199260000000.0,10756336665.0,68300.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.54,READY,2023-07-31,2023-07-31,NORMAL_EARLY_TREND_HANDOFF,True,2022-07-06,53100.0,-22.48,2022-07-07,53800.0,-21.46,LOSS_GUARD_CLOSE_LE_NEG_15,2022-07-06,2022-07-07,53800.0,-21.46,0.88,-22.77,22.34,23,4.6,REALIZED,,,,2022-06-03,2022-06-03,2010-01-04,2026-08-21,True,2021,13089102000000,583656000000,2022Q1,3713331000000,167711000000,27.656632,26.737903,YOY_PERCENT,False,,,,,False,True,2021,13089102000000,583656000000,2022Q1,3713331000000,167711000000,27.656632,YOY_PERCENT,26.737903,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2022-07-07,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,006260,KR7006260004,LS,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006260_KR7006260004_KOSPI_02,2,2022-08-12,2022-08-16,63000.0,2025380000000.0,6567625755.0,62900.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,70.79,READY,2023-07-31,2023-07-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2023-10-31,2023-11-01,78300.0,24.29,140.16,-11.9,115.87,299,59.8,REALIZED,,,,2022-08-12,2022-08-12,2010-01-04,2026-08-21,True,2021,13089102000000,583656000000,2022Q1,3713331000000,167711000000,27.656632,26.737903,YOY_PERCENT,False,,,,,False,True,2021,13089102000000,583656000000,2022Q1,3713331000000,167711000000,27.656632,YOY_PERCENT,26.737903,,,False,False,False,EXIT4_SCORE_DRAWDOWN_GE_15,2023-11-01,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,006260,KR7006260004,LS,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006260_KR7006260004_KOSPI_03,3,2025-05-16,2025-05-19,155000.0,4862200000000.0,25662501750.0,151000.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.54,READY,2025-08-31,2025-08-29,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2025-11-30,2025-12-01,181000.0,16.77,51.61,-10.26,34.84,133,26.6,REALIZED,,,,2025-05-16,2025-05-16,2010-01-04,2026-08-21,True,2024,27544663000000,1072943000000,2025Q1,6913573000000,304505000000,16.291701,24.966656,YOY_PERCENT,False,,,,,False,True,2024,27544663000000,1072943000000,2025Q1,6913573000000,304505000000,16.291701,YOY_PERCENT,24.966656,,,False,False,False,EXIT4_SCORE_DRAWDOWN_GE_15,2025-12-01,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,006400,KR7006400006,삼성SDI,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006400_KR7006400006_KOSPI_01,1,2022-10-28,2022-10-31,718609.0,49991813310000.0,206434396264.75,727000.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.54,READY,2026-03-31,2026-03-31,NORMAL_EARLY_TREND_HANDOFF,True,2022-12-23,608958.0,-15.26,2022-12-26,605041.0,-15.8,LOSS_GUARD_CLOSE_LE_NEG_15,2022-12-23,2022-12-26,605041.0,-15.8,6.68,-16.35,22.48,40,8.0,REALIZED,,,,2022-10-28,2022-10-28,2010-01-04,2026-08-21,True,2021,13553220248796,1067575600497,2022Q2,4740773127096,429028021539,42.183246,45.333816,YOY_PERCENT,False,,,,,False,True,2021,13553220248796,1067575600497,2022Q2,4740773127096,429028021539,42.183246,YOY_PERCENT,45.333816,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2022-12-26,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,006730,KR7006730006,서부T&D,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006730_KR7006730006_KOSDAQ_01,1,2023-08-11,2023-08-14,8448.0,547912844900.0,3764355304.5,8900.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,73.24,READY,2025-10-31,2025-10-31,NORMAL_EARLY_TREND_HANDOFF,True,2023-09-26,7161.0,-15.23,2023-09-27,7161.0,-15.23,LOSS_GUARD_CLOSE_LE_NEG_15,2023-09-26,2023-09-27,7161.0,-15.23,8.33,-16.75,23.56,32,6.4,REALIZED,,,,2023-08-11,2023-08-11,2010-01-04,2026-08-21,True,2022,135281001825,19185280991,2023Q2,41334374636,4445030754,22.366433,431.941566,YOY_PERCENT,False,,,,,False,True,2022,135281001825,19185280991,2023Q2,41334374636,4445030754,22.366433,YOY_PERCENT,431.941566,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2023-09-27,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,006730,KR7006730006,서부T&D,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006730_KR7006730006_KOSDAQ_02,2,2025-05-30,2025-06-02,7970.0,515548537860.0,2219492839.25,7820.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,2025-10-31,2025-10-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT3_PROGRESSED_TO_TRANSITION,2025-11-30,2025-12-01,11380.0,42.79,67.5,-3.01,24.71,123,24.6,REALIZED,,,,2025-05-30,2025-05-30,2010-01-04,2026-08-21,True,2024,187479112967,47986173901,2025Q1,46131855592,12924924864,11.492572,19.962949,YOY_PERCENT,False,,,,,False,True,2024,187479112967,47986173901,2025Q1,46131855592,12924924864,11.492572,YOY_PERCENT,19.962949,,,False,False,False,EXIT3_PROGRESSED_TO_TRANSITION,2025-12-01,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,007070,KR7007070006,GS리테일,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007070_KR7007070006_KOSPI_01,1,2025-11-14,2025-11-17,21800.0,1835182759250.0,5506814150.25,21950.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,,,NEVER_PROGRESSED,True,2026-03-09,18460.0,-15.32,2026-03-10,18890.0,-13.35,LOSS_GUARD_CLOSE_LE_NEG_15,2026-03-09,2026-03-10,18890.0,-13.35,10.55,-18.35,23.9,75,15.0,REALIZED,,,,2025-11-14,2025-11-14,2011-12-23,2026-08-21,True,2024,11626920274913,239104876913,2025Q3,3205418315567,111149163524,5.333729,31.569118,YOY_PERCENT,False,,,,,False,True,2024,11626920274913,239104876913,2025Q3,3205418315567,111149163524,5.333729,YOY_PERCENT,31.569118,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2026-03-10,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,007340,KR7007340003,DN오토모티브,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007340_KR7007340003_KOSPI_01,1,2021-04-02,2021-04-05,6188.0,309314454750.0,894151687.5,30950.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,84.55,READY,2021-09-30,2021-09-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,FUNDAMENTAL_B_SHARP_DECLINE,2021-08-17,2021-08-18,9203.0,48.72,55.03,-3.73,6.31,95,19.0,REALIZED,,,,2021-04-02,2021-04-02,2010-01-04,2026-08-21,True,2020,823880444139,71407907937,2020Q4,229996383734,22586338309,8.833016,40.320743,YOY_PERCENT,True,FUNDAMENTAL_B_SHARP_DECLINE,FUNDAMENTAL_B_SHARP_DECLINE,2021-08-17,2021-08-18,True,True,2020,823880444139,71407907937,2020Q4,229996383734,22586338309,8.833016,YOY_PERCENT,40.320743,FUNDAMENTAL_B_SHARP_DECLINE,2021-08-17,False,True,False,,,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,007340,KR7007340003,DN오토모티브,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007340_KR7007340003_KOSPI_02,2,2023-04-07,2023-04-10,15662.0,785528793000.0,2995361500.0,78600.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2025-08-31,2025-08-29,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-14,2024-03-15,15782.0,0.77,33.89,-14.97,33.12,228,45.6,REALIZED,,,,2023-04-07,2023-04-07,2010-01-04,2026-08-21,True,2022,3156376223570,421528485860,2022Q4,872519366897,132766426128,245.969787,322.880469,YOY_PERCENT,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-14,2024-03-15,True,True,2022,3156376223570,421528485860,2022Q4,872519366897,132766426128,245.969787,YOY_PERCENT,322.880469,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-14,False,False,True,,,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,007340,KR7007340003,DN오토모티브,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007340_KR7007340003_KOSPI_03,3,2024-08-16,2024-08-19,18607.0,918449059500.0,2106398585.0,91900.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,72.74,READY,2025-08-31,2025-08-29,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2025-10-31,2025-11-03,23400.0,25.76,69.83,-7.78,44.07,284,56.8,REALIZED,,,,2024-08-16,2024-08-16,2010-01-04,2026-08-21,True,2023,3269243065116,490389697147,2024Q2,885166914294,148594954979,6.447044,16.876131,YOY_PERCENT,False,,,,,False,True,2023,3269243065116,490389697147,2024Q2,885166914294,148594954979,6.447044,YOY_PERCENT,16.876131,,,False,False,False,EXIT4_SCORE_DRAWDOWN_GE_15,2025-11-03,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,007660,KR7007660004,이수페타시스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007660_KR7007660004_KOSPI_01,1,2025-06-13,2025-06-16,43500.0,3252028401700.0,53658432581.25,44300.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,72.04,READY,2025-09-30,2025-09-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2025-10-31,2025-11-03,113900.0,161.84,172.41,-3.33,10.57,95,19.0,REALIZED,,,,2025-06-13,2025-06-13,2010-01-04,2026-08-21,True,2024,836866961285,101878836049,2025Q1,252489862715,47684121420,26.491275,107.425629,YOY_PERCENT,False,,,,,False,True,2024,836866961285,101878836049,2025Q1,252489862715,47684121420,26.491275,YOY_PERCENT,107.425629,,,False,False,False,EXIT4_SCORE_DRAWDOWN_GE_15,2025-11-03,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,007690,KR7007690001,국도화학,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007690_KR7007690001_KOSPI_01,1,2025-07-18,2025-07-21,41000.0,372748488000.0,1086582230.0,40250.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,72.74,READY,,,NEVER_PROGRESSED,True,2025-10-10,34200.0,-16.59,2025-10-13,33600.0,-18.05,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-08-14,2025-08-18,37550.0,-8.41,3.05,-12.32,11.46,20,4.0,REALIZED,,,,2025-07-18,2025-07-18,2010-01-04,2026-08-21,True,2024,1305775130486,25333558032,2025Q1,319114053487,12901749082,7.755778,642.933836,YOY_PERCENT,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-08-14,2025-08-18,True,True,2024,1305775130486,25333558032,2025Q1,319114053487,12901749082,7.755778,YOY_PERCENT,642.933836,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-08-14,False,False,True,LOSS_GUARD_CLOSE_LE_NEG_15,2025-10-13,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,007690,KR7007690001,국도화학,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007690_KR7007690001_KOSPI_02,2,2026-04-17,2026-04-20,43400.0,393585360000.0,546280871.25,42500.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,,,NEVER_PROGRESSED,True,2026-05-18,36450.0,-16.01,2026-05-19,36750.0,-15.32,LOSS_GUARD_CLOSE_LE_NEG_15,2026-05-18,2026-05-19,36750.0,-15.32,2.42,-16.71,17.74,20,4.0,REALIZED,,,,2026-04-17,2026-04-17,2010-01-04,2026-08-21,True,2025,1395556194366,53170435543,2025Q4,373256716909,12665168673,14.32852,93.870985,YOY_PERCENT,False,,,,,False,True,2025,1395556194366,53170435543,2025Q4,373256716909,12665168673,14.32852,YOY_PERCENT,93.870985,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2026-05-19,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,008770,KR7008770000,호텔신라,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,1,2023-01-06,2023-01-09,85400.0,3324315848700.0,31136027980.0,84700.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.49,READY,,,NEVER_PROGRESSED,True,2023-03-15,72500.0,-15.11,2023-03-16,71200.0,-16.63,FUNDAMENTAL_A_OPERATING_LOSS,2023-03-08,2023-03-09,77100.0,-9.72,1.76,-11.12,11.48,41,8.2,REALIZED,,,,2023-01-06,2023-01-06,2010-01-04,2026-08-21,True,2021,3779129065561,118811528171,2022Q3,1361820236475,26647597183,40.585039,27.723117,YOY_PERCENT,True,FUNDAMENTAL_A_OPERATING_LOSS,FUNDAMENTAL_A_OPERATING_LOSS,2023-03-08,2023-03-09,True,True,2021,3779129065561,118811528171,2022Q3,1361820236475,26647597183,40.585039,YOY_PERCENT,27.723117,FUNDAMENTAL_A_OPERATING_LOSS,2023-03-08,True,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2023-03-16,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,008930,KR7008930000,한미사이언스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008930_KR7008930000_KOSPI_01,1,2026-02-06,2026-02-09,47150.0,3176787497500.0,10878716998.75,46450.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,71.69,READY,,,NEVER_PROGRESSED,True,2026-03-04,34900.0,-25.98,2026-03-05,37450.0,-20.57,LOSS_GUARD_CLOSE_LE_NEG_15,2026-03-04,2026-03-05,37450.0,-20.57,17.71,-25.98,38.28,15,3.0,REALIZED,,,,2026-02-06,2026-02-06,2010-01-04,2026-08-21,True,2024,1283432295647,98867912225,2025Q3,342511980369,39301846394,6.213742,75.182458,YOY_PERCENT,False,,,,,False,True,2024,1283432295647,98867912225,2025Q3,342511980369,39301846394,6.213742,YOY_PERCENT,75.182458,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2026-03-05,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,009160,KR7009160003,SIMPAC,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009160_KR7009160003_KOSPI_01,1,2025-07-11,2025-07-14,5200.0,340233483200.0,525863273.1,5200.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,,,NEVER_PROGRESSED,True,2025-08-20,4395.0,-15.48,2025-08-21,4395.0,-15.48,FUNDAMENTAL_A_OPERATING_LOSS,2025-08-14,2025-08-18,4755.0,-8.56,0.77,-8.94,9.33,25,5.0,REALIZED,,,,2025-07-11,2025-07-11,2010-01-04,2026-08-21,True,2024,785061758000,24452879000,2025Q1,230243187000,7604658000,69.169982,-293.907586,TURNAROUND_TO_PROFIT,True,FUNDAMENTAL_A_OPERATING_LOSS,FUNDAMENTAL_A_OPERATING_LOSS,2025-08-14,2025-08-18,True,True,2024,785061758000,24452879000,2025Q1,230243187000,7604658000,69.169982,TURNAROUND_TO_PROFIT,-293.907586,FUNDAMENTAL_A_OPERATING_LOSS,2025-08-14,True,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2025-08-21,FUNDAMENTAL
