trade_id,ticker,quarter,fundamental_information_date,quarter_revenue,quarter_operating_income,prior_year_quarter_revenue,prior_year_quarter_operating_income,revenue_yoy_pct,operating_income_yoy_pct,previous_quarter,previous_quarter_revenue_declined_yoy,previous_quarter_operating_income_declined_yoy,exit_a_evaluable,exit_a_triggered,exit_b_evaluable,exit_b_triggered,exit_c_evaluable,exit_c_triggered,fundamental_primary_trigger,proposed_execution_date,fundamental_exit_accelerated,all_flags,selected_source_receipt_dates,isu_cd,market,source_readiness,evaluation_error,future_filing_used
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006120_KR7006120000_KOSPI_01,006120,2024Q1,2024-05-16,2158526537561,39468629147,2552458815859.0,177243843058.0,-15.433443,-77.732017,2023Q4,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-17,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-05-16,KR7006120000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006120_KR7006120000_KOSPI_01,006120,2023Q4,2025-03-18,2120250271600,-50722442173,,,,,2023Q3,False,False,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-03-19,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-03-18,KR7006120000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006120_KR7006120000_KOSPI_01,006120,2024Q1,2025-05-15,2158526537561,39468629147,2552458815859.0,177243843058.0,-15.433443,-77.732017,2023Q4,,,True,False,True,True,False,False,FUNDAMENTAL_B_SHARP_DECLINE,2025-05-16,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-16|2025-05-15,KR7006120000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006120_KR7006120000_KOSPI_01,006120,2025Q4,2026-03-17,2658827563378,-5471023229,2572049363639.0,72488995920.0,3.373893,-107.547384,2025Q3,False,False,True,True,True,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-18,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-17,KR7006120000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006120_KR7006120000_KOSPI_02,006120,2024Q1,2025-05-15,2158526537561,39468629147,2552458815859.0,177243843058.0,-15.433443,-77.732017,2023Q4,,,True,False,True,True,False,False,FUNDAMENTAL_B_SHARP_DECLINE,2025-05-16,True,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-16|2025-05-15,KR7006120000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006120_KR7006120000_KOSPI_02,006120,2025Q4,2026-03-17,2658827563378,-5471023229,2572049363639.0,72488995920.0,3.373893,-107.547384,2025Q3,False,False,True,True,True,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-18,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-17,KR7006120000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006120_KR7006120000_KOSPI_03,006120,2025Q4,2026-03-17,2658827563378,-5471023229,2572049363639.0,72488995920.0,3.373893,-107.547384,2025Q3,False,False,True,True,True,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-18,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-17,KR7006120000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007340_KR7007340003_KOSPI_01,007340,2020Q2,2021-08-17,134892050955,2689896264,240536192898.0,21517430785.0,-43.920269,-87.49899,2020Q1,True,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2021-08-18,True,FUNDAMENTAL_B_SHARP_DECLINE,2020-08-14|2021-08-17,KR7007340003,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007340_KR7007340003_KOSPI_01,007340,2023Q4,2024-03-14,806272321554,111891941982,872519366897.0,132766426128.0,-7.592616,-15.722713,2023Q3,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-15,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-14,KR7007340003,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007340_KR7007340003_KOSPI_01,007340,2023Q4,2024-03-15,806272321554,111891941982,872519366897.0,132766426128.0,-7.592616,-15.722713,2023Q3,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-18,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-15,KR7007340003,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007340_KR7007340003_KOSPI_01,007340,2024Q1,2024-05-16,780919680398,123659154809,830111167008.0,130807206642.0,-5.925891,-5.46457,2023Q4,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-05-17,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-05-16,KR7007340003,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007340_KR7007340003_KOSPI_02,007340,2023Q4,2024-03-14,806272321554,111891941982,872519366897.0,132766426128.0,-7.592616,-15.722713,2023Q3,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-15,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-14,KR7007340003,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007340_KR7007340003_KOSPI_02,007340,2023Q4,2024-03-15,806272321554,111891941982,872519366897.0,132766426128.0,-7.592616,-15.722713,2023Q3,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-18,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-15,KR7007340003,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007340_KR7007340003_KOSPI_02,007340,2024Q1,2024-05-16,780919680398,123659154809,830111167008.0,130807206642.0,-5.925891,-5.46457,2023Q4,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-05-17,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-05-16,KR7007340003,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007690_KR7007690001_KOSPI_01,007690,2024Q2,2025-08-14,343033085932,9917999740,346833287549.0,12849168106.0,-1.095685,-22.812126,2024Q1,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-08-18,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-14|2025-08-14,KR7007690001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2022Q4,2023-03-08,1299913318469,-6655824398,1129844612122.0,24992501911.0,15.052398,-126.631285,2022Q3,False,False,True,True,True,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2023-03-09,True,FUNDAMENTAL_A_OPERATING_LOSS,2023-03-08,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2023Q3,2023-11-14,1011781877382,7741251809,1361820236475.0,26647597183.0,-25.703713,-70.949532,2023Q2,True,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-14,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2022Q4,2024-03-13,1299913318469,-6655824398,,,,,2022Q3,False,False,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-14,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-13,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2023Q4,2024-03-13,937619708148,-18261129127,1299913318469.0,-6655824398.0,-27.870598,174.363145,2023Q3,True,True,True,True,False,False,True,True,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-14,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-13,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2023Q3,2024-11-14,1011781877382,7741251809,1361820236475.0,26647597183.0,-25.703713,-70.949532,2023Q2,True,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-14|2024-11-14,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2024Q3,2024-11-14,1016230122186,-16986449810,1011781877382.0,7741251809.0,0.439645,-319.427687,2024Q2,False,True,True,True,True,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-11-15,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-11-14,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2023Q4,2025-03-12,937619708148,-18261129127,,,,,2023Q3,True,True,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-03-13,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-03-12,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2024Q4,2025-03-12,947809758091,-27948784949,937619708148.0,-18261129127.0,1.0868,53.050694,2024Q3,False,True,True,True,False,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-03-13,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-03-12,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2023Q4,2025-05-15,937619708148,-18261129127,,,,,2023Q3,True,True,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-05-16,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-05-15,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2024Q4,2025-05-15,947809758091,-27948784949,937619708148.0,-18261129127.0,1.0868,53.050694,2024Q3,False,True,True,True,False,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-05-16,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-05-15,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2025Q1,2025-05-15,971789251566,-2470361690,980826187102.0,12122802054.0,-0.92136,-120.377811,2024Q4,False,True,True,True,True,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-05-16,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-05-15,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2024Q3,2025-11-14,1016230122186,-16986449810,1011781877382.0,7741251809.0,0.439645,-319.427687,2024Q2,False,True,True,True,True,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-11-17,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-11-14|2025-11-14,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2024Q4,2026-03-11,947809758091,-27948784949,,,,,2024Q3,False,True,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-12,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-11,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2025Q4,2026-03-11,1045379077886,-4117738639,947809758091.0,-27948784949.0,10.294188,-85.266842,2025Q3,False,False,True,True,False,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-12,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-11,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008770_KR7008770000_KOSPI_01,008770,2025Q1,2026-05-15,971789251566,-2470361690,980826187102.0,12122802054.0,-0.92136,-120.377811,2024Q4,,,True,True,True,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-05-18,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-05-15|2026-05-15,KR7008770000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009160_KR7009160003_KOSPI_01,009160,2023Q4,2025-08-14,172338838918,-2446657743,,,,,2023Q3,False,True,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-08-18,True,FUNDAMENTAL_A_OPERATING_LOSS,2025-08-14,KR7009160003,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009580_KR7009580002_KOSPI_01,009580,2021Q1,2022-05-16,137881812421,-8886804439,147222592249.0,3640587605.0,-6.344665,-344.103573,2020Q4,,,True,True,True,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2022-05-17,True,FUNDAMENTAL_A_OPERATING_LOSS,2021-05-17|2022-05-16,KR7009580002,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,009830,2024Q1,2024-05-14,2392856652591,-216642938093,3100157644194.0,271439639603.0,-22.815001,-179.812565,2023Q4,False,True,True,True,True,True,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-05-16,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_B_SHARP_DECLINE,2024-05-14,KR7009830001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,009830,2024Q2,2024-08-13,2679309499303,-107756959351,3364178875894.0,182213232596.0,-20.357698,-159.137834,2024Q1,True,True,True,True,True,True,True,True,FUNDAMENTAL_A_OPERATING_LOSS,2024-08-14,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-13,KR7009830001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,009830,2023Q3,2024-11-13,2904431210835,89275162713,3239793261144.0,336830946904.0,-10.351341,-73.495558,2023Q2,False,True,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-11-14,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-14|2024-11-13,KR7009830001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,009830,2024Q3,2024-11-13,2773249323556,-80991092159,2904431210835.0,89275162713.0,-4.516612,-190.720744,2024Q2,True,True,True,True,True,False,True,True,FUNDAMENTAL_A_OPERATING_LOSS,2024-11-14,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-11-13,KR7009830001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,009830,2024Q1,2025-05-14,2353387000000,-214634000000,3100157644194.0,271439639603.0,-24.088151,-179.07246,2023Q4,,,True,True,True,True,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-05-15,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_B_SHARP_DECLINE,2024-05-14|2025-05-14,KR7009830001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,009830,2024Q2,2025-08-14,2651775000000,-112242000000,3364178875894.0,182213232596.0,-21.176159,-161.599258,2024Q1,True,True,True,True,True,True,True,True,FUNDAMENTAL_A_OPERATING_LOSS,2025-08-18,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-13|2025-08-14,KR7009830001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,009830,2024Q3,2025-11-13,2745895000000,-80313000000,2904431210835.0,89275162713.0,-5.458425,-189.961191,2024Q2,True,True,True,True,True,False,True,True,FUNDAMENTAL_A_OPERATING_LOSS,2025-11-14,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-11-13|2025-11-13,KR7009830001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,009830,2025Q3,2025-11-13,3364316000000,-7418000000,2745895000000.0,-80313000000.0,22.521655,-90.763637,2025Q2,False,False,True,True,False,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-11-14,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-11-13,KR7009830001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,009830,2025Q4,2026-03-16,3756998000000,-489722000000,4642967000000.0,106951000000.0,-19.081958,-557.893802,2025Q3,False,False,True,True,True,True,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-17,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_B_SHARP_DECLINE,2026-03-16,KR7009830001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,009830,2025Q4,2026-03-25,3756998000000,-489722000000,4642967000000.0,106951000000.0,-19.081958,-557.893802,2025Q3,False,False,True,True,True,True,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-26,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_B_SHARP_DECLINE,2026-03-25,KR7009830001,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_01,009970,2020Q2,2021-08-17,608682134738,59627411078,724615820764.0,94563125936.0,-15.999331,-36.944332,2020Q1,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2021-08-18,True,FUNDAMENTAL_B_SHARP_DECLINE,2020-08-19|2021-08-17,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_01,009970,2023Q3,2023-11-14,1050906442402,201060255002,1225514396594.0,296284692064.0,-14.247728,-32.139506,2023Q2,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-14,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_01,009970,2024Q1,2024-05-16,892362455302,117874159587,1011971069748.0,212890020322.0,-11.819371,-44.63143,2023Q4,,,True,False,True,True,False,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-17,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-16,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_01,009970,2024Q2,2024-08-14,1039450776402,195869220185,1118452304902.0,238258786586.0,-7.063469,-17.791397,2024Q1,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-16,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-14,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_01,009970,2023Q3,2024-11-14,1050906442402,201060255002,1225514396594.0,296284692064.0,-14.247728,-32.139506,2023Q2,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-14|2024-11-14,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_01,009970,2024Q1,2025-05-15,892362455302,117874159587,1011971069748.0,212890020322.0,-11.819371,-44.63143,2023Q4,,,True,False,True,True,False,False,FUNDAMENTAL_B_SHARP_DECLINE,2025-05-16,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-16|2025-05-15,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_01,009970,2024Q2,2025-08-14,1039450776402,195869220185,1118452304902.0,238258786586.0,-7.063469,-17.791397,2024Q1,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-08-18,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-14|2025-08-14,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_02,009970,2023Q3,2023-11-14,1050906442402,201060255002,1225514396594.0,296284692064.0,-14.247728,-32.139506,2023Q2,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-14,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_02,009970,2024Q1,2024-05-16,892362455302,117874159587,1011971069748.0,212890020322.0,-11.819371,-44.63143,2023Q4,,,True,False,True,True,False,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-17,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-16,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_02,009970,2024Q2,2024-08-14,1039450776402,195869220185,1118452304902.0,238258786586.0,-7.063469,-17.791397,2024Q1,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-16,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-14,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_02,009970,2023Q3,2024-11-14,1050906442402,201060255002,1225514396594.0,296284692064.0,-14.247728,-32.139506,2023Q2,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-14|2024-11-14,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_02,009970,2024Q1,2025-05-15,892362455302,117874159587,1011971069748.0,212890020322.0,-11.819371,-44.63143,2023Q4,,,True,False,True,True,False,False,FUNDAMENTAL_B_SHARP_DECLINE,2025-05-16,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-16|2025-05-15,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_02,009970,2024Q2,2025-08-14,1039450776402,195869220185,1118452304902.0,238258786586.0,-7.063469,-17.791397,2024Q1,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-08-18,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-14|2025-08-14,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_03,009970,2023Q3,2023-11-14,1050906442402,201060255002,1225514396594.0,296284692064.0,-14.247728,-32.139506,2023Q2,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-14,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_03,009970,2024Q1,2024-05-16,892362455302,117874159587,1011971069748.0,212890020322.0,-11.819371,-44.63143,2023Q4,,,True,False,True,True,False,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-17,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-16,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_03,009970,2024Q2,2024-08-14,1039450776402,195869220185,1118452304902.0,238258786586.0,-7.063469,-17.791397,2024Q1,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-16,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-14,KR7009970005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_03,009970,2023Q3,2024-11-14,1050906442402,201060255002,1225514396594.0,296284692064.0,-14.247728,-32.139506,2023Q2,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-14|2024-11-14,KR7009970005,KOSPI,READY,False,False
