trade_id,pair_id,ticker,identity,entry_date,entry_signal_date,entry_open,control_exit_or_cutoff_date,control_exit_reason,control_terminal_return,control_holding_days,control_open_at_cutoff,candidate_exit_or_cutoff_date,candidate_exit_reason,candidate_terminal_return,candidate_holding_days,candidate_open_at_cutoff,candidate_soft_exit,paired_delta,control_trade_status,candidate_trade_status,candidate_action,control_source_isu_cd,control_lifecycle_event_type,control_unresolved_reason,control_lifecycle_evidence_id,control_terminal_reason,control_lifecycle_state,control_certification_class,control_settlement_date,control_settlement_price,control_settlement_type,control_settlement_source,candidate_terminal_reason,candidate_lifecycle_state,candidate_certification_class,pair_certification_class,candidate_settlement_date,candidate_settlement_price,candidate_settlement_type,candidate_settlement_source,candidate_source_isu_cd,candidate_lifecycle_event_type,candidate_unresolved_reason,candidate_lifecycle_evidence_id,trade_status,terminal_reason
002790_02,002790|KR7002790004|KOSPI|2010-01-04|2026-09-01|002790_02,002790,KR7002790004|KOSPI|2010-01-04|2026-09-01,2026-02-19,2026-02-13,34700.00000000,2026-03-04,nan,-19.88000000,9,False,2026-03-04,nan,-19.88000000,9,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7002790004,,,,,,,,,,,,,,,,,,,KR7002790004,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
002810_01,002810|KR7002810000|KOSPI|2010-01-04|2026-09-01|002810_01,002810,KR7002810000|KOSPI|2010-01-04|2026-09-01,2024-02-26,2024-02-23,13810.00000000,2026-08-31,nan,62.56000000,611,True,2026-08-31,nan,62.56000000,611,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7002810000,,,,,,,,,,,,,,,,,,,KR7002810000,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
002840_01,002840|KR7002840007|KOSPI|2010-01-04|2026-09-01|002840_01,002840,KR7002840007|KOSPI|2010-01-04|2026-09-01,2023-02-27,2023-02-24,182600.00000000,2025-08-22,nan,-17.03000000,607,False,2025-08-22,nan,-17.03000000,607,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7002840007,,,,,,,,,,,,,,,,,,,KR7002840007,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
002920_01,002920|KR7002920007|KOSPI|2010-01-04|2026-09-01|002920_01,002920,KR7002920007|KOSPI|2010-01-04|2026-09-01,2023-06-05,2023-06-02,3115.00000000,2024-05-28,nan,-15.57000000,240,False,2024-05-28,nan,-15.57000000,240,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7002920007,,,,,,,,,,,,,,,,,,,KR7002920007,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
002960_01,002960|KR7002960003|KOSPI|2010-01-04|2026-09-01|002960_01,002960,KR7002960003|KOSPI|2010-01-04|2026-09-01,2024-10-14,2024-10-11,321000.00000000,2025-10-01,nan,29.44000000,239,False,2025-10-01,nan,29.44000000,239,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7002960003,,,,,,,,,,,,,,,,,,,KR7002960003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
002990_01,002990|KR7002990000|KOSPI|2010-01-04|2026-09-01|002990_01,002990,KR7002990000|KOSPI|2010-01-04|2026-09-01,2026-02-19,2026-02-13,5100.00000000,2026-03-05,nan,-16.67000000,10,False,2026-03-05,nan,-16.67000000,10,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7002990000,,,,,,,,,,,,,,,,,,,KR7002990000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
002990_02,002990|KR7002990000|KOSPI|2010-01-04|2026-09-01|002990_02,002990,KR7002990000|KOSPI|2010-01-04|2026-09-01,2026-03-16,2026-03-13,4985.00000000,2026-05-20,nan,-15.85000000,46,False,2026-05-20,nan,-15.85000000,46,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7002990000,,,,,,,,,,,,,,,,,,,KR7002990000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003000_01,003000|KR7003000007|KOSPI|2010-01-04|2026-09-01|003000_01,003000,KR7003000007|KOSPI|2010-01-04|2026-09-01,2026-03-03,2026-02-27,5450.00000000,2026-03-05,nan,-11.93000000,3,False,2026-03-05,nan,-11.93000000,3,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003000007,,,,,,,,,,,,,,,,,,,KR7003000007,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003000_02,003000|KR7003000007|KOSPI|2010-01-04|2026-09-01|003000_02,003000,KR7003000007|KOSPI|2010-01-04|2026-09-01,2026-03-23,2026-03-20,5750.00000000,2026-06-01,nan,-16.17000000,48,False,2026-06-01,nan,-16.17000000,48,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003000007,,,,,,,,,,,,,,,,,,,KR7003000007,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003010_01,003010|KR7003010006|KOSPI|2010-01-04|2026-09-01|003010_01,003010,KR7003010006|KOSPI|2010-01-04|2026-09-01,2026-04-20,2026-04-17,6230.00000000,2026-06-02,nan,-19.42000000,29,False,2026-06-02,nan,-19.42000000,29,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003010006,,,,,,,,,,,,,,,,,,,KR7003010006,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003030_01,003030|KR7003030004|KOSPI|2010-01-04|2026-09-01|003030_01,003030,KR7003030004|KOSPI|2010-01-04|2026-09-01,2025-01-31,2025-01-24,215000.00000000,2025-09-02,nan,-18.14000000,146,False,2025-09-02,nan,-18.14000000,146,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003030004,,,,,,,,,,,,,,,,,,,KR7003030004,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003070_01,003070|KR7003070000|KOSPI|2010-01-04|2026-09-01|003070_01,003070,KR7003070000|KOSPI|2010-01-04|2026-09-01,2026-03-23,2026-03-20,11970.00000000,2026-05-12,nan,-15.12000000,35,False,2026-05-12,nan,-15.12000000,35,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003070000,,,,,,,,,,,,,,,,,,,KR7003070000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003080_01,003080|KR7003080009|KOSPI|2010-01-04|2026-09-01|003080_01,003080,KR7003080009|KOSPI|2010-01-04|2026-09-01,2025-07-21,2025-07-18,2870.00000000,2026-05-14,nan,-15.51000000,199,False,2026-05-14,nan,-15.51000000,199,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003080009,,,,,,,,,,,,,,,,,,,KR7003080009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003090_01,003090|KR7003090008|KOSPI|2010-01-04|2026-09-01|003090_01,003090,KR7003090008|KOSPI|2010-01-04|2026-09-01,2024-10-14,2024-10-11,27550.00000000,2024-11-13,nan,-19.96000000,23,False,2024-11-13,nan,-19.96000000,23,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003090008,,,,,,,,,,,,,,,,,,,KR7003090008,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003090_02,003090|KR7003090008|KOSPI|2010-01-04|2026-09-01|003090_02,003090,KR7003090008|KOSPI|2010-01-04|2026-09-01,2025-06-02,2025-05-30,25000.00000000,2025-08-25,nan,-14.60000000,58,False,2025-08-25,nan,-14.60000000,58,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003090008,,,,,,,,,,,,,,,,,,,KR7003090008,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003090_03,003090|KR7003090008|KOSPI|2010-01-04|2026-09-01|003090_03,003090,KR7003090008|KOSPI|2010-01-04|2026-09-01,2026-02-19,2026-02-13,27250.00000000,2026-03-05,nan,-15.60000000,10,False,2026-03-05,nan,-15.60000000,10,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003090008,,,,,,,,,,,,,,,,,,,KR7003090008,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003120_01,003120|KR7003120003|KOSPI|2010-01-04|2026-09-01|003120_01,003120,KR7003120003|KOSPI|2010-01-04|2026-09-01,2022-03-07,2022-03-04,16000.00000000,2026-08-31,nan,27.81000000,1088,True,2026-08-31,nan,27.81000000,1088,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7003120003,,,,,,,,,,,,,,,,,,,KR7003120003,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
003160_01,003160|KR7003160009|KOSPI|2010-01-04|2026-09-01|003160_01,003160,KR7003160009|KOSPI|2010-01-04|2026-09-01,2025-10-13,2025-10-10,19140.00000000,2026-05-04,nan,76.59000000,138,False,2026-05-04,nan,76.59000000,138,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003160009,,,,,,,,,,,,,,,,,,,KR7003160009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003200_01,003200|KR7003200003|KOSPI|2010-01-04|2026-09-01|003200_01,003200,KR7003200003|KOSPI|2010-01-04|2026-09-01,2023-02-20,2023-02-17,12440.00000000,2023-06-15,nan,-15.03000000,73,False,2023-06-15,nan,-15.03000000,73,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003200003,,,,,,,,,,,,,,,,,,,KR7003200003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003200_02,003200|KR7003200003|KOSPI|2010-01-04|2026-09-01|003200_02,003200,KR7003200003|KOSPI|2010-01-04|2026-09-01,2025-07-14,2025-07-11,11670.00000000,2025-08-04,nan,-15.68000000,16,False,2025-08-04,nan,-15.68000000,16,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003200003,,,,,,,,,,,,,,,,,,,KR7003200003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003220_01,003220|KR7003220001|KOSPI|2010-01-04|2026-09-01|003220_01,003220,KR7003220001|KOSPI|2010-01-04|2026-09-01,2022-12-19,2022-12-16,20350.00000000,2023-01-11,nan,-15.23000000,17,False,2023-01-11,nan,-15.23000000,17,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003220001,,,,,,,,,,,,,,,,,,,KR7003220001,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003220_02,003220|KR7003220001|KOSPI|2010-01-04|2026-09-01|003220_02,003220,KR7003220001|KOSPI|2010-01-04|2026-09-01,2023-09-11,2023-09-08,18510.00000000,2023-10-20,nan,-17.34000000,25,False,2023-10-20,nan,-17.34000000,25,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003220001,,,,,,,,,,,,,,,,,,,KR7003220001,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003230_01,003230|KR7003230000|KOSPI|2010-01-04|2026-09-01|003230_01,003230,KR7003230000|KOSPI|2010-01-04|2026-09-01,2022-04-25,2022-04-22,104500.00000000,2022-05-11,nan,-15.89000000,12,False,2022-05-11,nan,-15.89000000,12,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003230000,,,,,,,,,,,,,,,,,,,KR7003230000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003230_02,003230|KR7003230000|KOSPI|2010-01-04|2026-09-01|003230_02,003230,KR7003230000|KOSPI|2010-01-04|2026-09-01,2022-12-26,2022-12-23,124500.00000000,2023-05-31,nan,-14.86000000,106,False,2023-05-31,nan,-14.86000000,106,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003230000,,,,,,,,,,,,,,,,,,,KR7003230000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003240_01,003240|KR7003240009|KOSPI|2010-01-04|2026-09-01|003240_01,003240,KR7003240009|KOSPI|2010-01-04|2026-09-01,2024-02-05,2024-02-02,899000.00000000,2024-02-27,nan,-15.46000000,15,False,2024-02-27,nan,-15.46000000,15,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003240009,,,,,,,,,,,,,,,,,,,KR7003240009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003240_02,003240|KR7003240009|KOSPI|2010-01-04|2026-09-01|003240_02,003240,KR7003240009|KOSPI|2010-01-04|2026-09-01,2025-03-04,2025-02-28,717000.00000000,2026-08-31,nan,29.99000000,366,True,2026-08-31,nan,29.99000000,366,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7003240009,,,,,,,,,,,,,,,,,,,KR7003240009,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
003300_01,003300|KR7003300001|KOSPI|2010-01-04|2026-09-01|003300_01,003300,KR7003300001|KOSPI|2010-01-04|2026-09-01,2024-03-11,2024-03-08,12810.00000000,2026-08-31,nan,47.70000000,602,True,2026-08-31,nan,47.70000000,602,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7003300001,,,,,,,,,,,,,,,,,,,KR7003300001,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
003350_01,003350|KR7003350006|KOSPI|2010-01-04|2026-09-01|003350_01,003350,KR7003350006|KOSPI|2010-01-04|2026-09-01,2024-05-27,2024-05-24,8500.00000000,2024-09-02,nan,70.59000000,69,False,2024-09-02,nan,70.59000000,69,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003350006,,,,,,,,,,,,,,,,,,,KR7003350006,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003380_01,003380|KR7003380003|KOSDAQ|2017-06-30|2026-09-01|003380_01,003380,KR7003380003|KOSDAQ|2017-06-30|2026-09-01,2023-02-06,2023-02-03,9650.00000000,2023-06-01,nan,-15.44000000,80,False,2023-06-01,nan,-15.44000000,80,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003380003,,,,,,,,,,,,,,,,,,,KR7003380003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003410_01,003410|KR7003410008|KOSPI|2010-01-04|2024-07-08|003410_01,003410,KR7003410008|KOSPI|2010-01-04|2024-07-08,2024-02-19,2024-02-16,6950.00000000,2026-08-31,MANDATORY_CASH_CORPORATE_ACTION,0.72000000,97,True,2026-08-31,MANDATORY_CASH_CORPORATE_ACTION,0.72000000,97,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7003410008,,,KRX-LIFECYCLE-KR7003410008,MANDATORY_CASH_CORPORATE_ACTION,SETTLED,,2024-07-10,7000.00000000,CASH_PER_SHARE,https://kind.krx.co.kr/external/2024/06/25/000570/20240625001567/12000.htm,MANDATORY_CASH_CORPORATE_ACTION,SETTLED,,,2024-07-10,7000.00000000,CASH_PER_SHARE,https://kind.krx.co.kr/external/2024/06/25/000570/20240625001567/12000.htm,KR7003410008,,,KRX-LIFECYCLE-KR7003410008,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=MANDATORY_CASH_CORPORATE_ACTION;CANDIDATE=MANDATORY_CASH_CORPORATE_ACTION
003460_01,003460|KR7003460003|KOSPI|2010-01-04|2026-09-01|003460_01,003460,KR7003460003|KOSPI|2010-01-04|2026-09-01,2023-06-19,2023-06-16,2480.00000000,2023-10-05,nan,-14.92000000,74,False,2023-10-05,nan,-14.92000000,74,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003460003,,,,,,,,,,,,,,,,,,,KR7003460003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003460_02,003460|KR7003460003|KOSPI|2010-01-04|2026-09-01|003460_02,003460,KR7003460003|KOSPI|2010-01-04|2026-09-01,2025-05-07,2025-05-02,2415.00000000,2026-06-01,nan,28.16000000,261,False,2026-06-01,nan,28.16000000,261,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003460003,,,,,,,,,,,,,,,,,,,KR7003460003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003470_01,003470|KR7003470002|KOSPI|2010-01-04|2026-09-01|003470_01,003470,KR7003470002|KOSPI|2010-01-04|2026-09-01,2025-05-19,2025-05-16,3120.00000000,2026-05-04,nan,71.47000000,235,False,2026-05-04,nan,71.47000000,235,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003470002,,,,,,,,,,,,,,,,,,,KR7003470002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003480_01,003480|KR7003480001|KOSPI|2010-01-04|2026-09-01|003480_01,003480,KR7003480001|KOSPI|2010-01-04|2026-09-01,2024-07-01,2024-06-28,3750.00000000,2025-11-03,nan,31.07000000,325,False,2025-11-03,nan,31.07000000,325,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003480001,,,,,,,,,,,,,,,,,,,KR7003480001,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003490_01,003490|KR7003490000|KOSPI|2010-01-04|2026-09-01|003490_01,003490,KR7003490000|KOSPI|2010-01-04|2026-09-01,2025-01-20,2025-01-17,24000.00000000,2025-04-10,nan,-12.71000000,54,False,2025-04-10,nan,-12.71000000,54,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003490000,,,,,,,,,,,,,,,,,,,KR7003490000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003490_02,003490|KR7003490000|KOSPI|2010-01-04|2026-09-01|003490_02,003490,KR7003490000|KOSPI|2010-01-04|2026-09-01,2025-07-21,2025-07-18,25800.00000000,2025-11-10,nan,-15.31000000,75,False,2025-11-10,nan,-15.31000000,75,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003490000,,,,,,,,,,,,,,,,,,,KR7003490000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003490_03,003490|KR7003490000|KOSPI|2010-01-04|2026-09-01|003490_03,003490,KR7003490000|KOSPI|2010-01-04|2026-09-01,2026-03-03,2026-02-27,26100.00000000,2026-08-31,nan,7.66000000,124,True,2026-08-31,nan,7.66000000,124,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7003490000,,,,,,,,,,,,,,,,,,,KR7003490000,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
003530_01,003530|KR7003530003|KOSPI|2010-01-04|2026-09-01|003530_01,003530,KR7003530003|KOSPI|2010-01-04|2026-09-01,2025-06-02,2025-05-30,4520.00000000,2026-03-03,nan,76.55000000,182,False,2026-03-03,nan,76.55000000,182,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003530003,,,,,,,,,,,,,,,,,,,KR7003530003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003540_01,003540|KR7003540002|KOSPI|2010-01-04|2026-09-01|003540_01,003540,KR7003540002|KOSPI|2010-01-04|2026-09-01,2024-02-19,2024-02-16,15900.00000000,2026-03-03,nan,168.55000000,493,False,2026-03-03,nan,168.55000000,493,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003540002,,,,,,,,,,,,,,,,,,,KR7003540002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003550_01,003550|KR7003550001|KOSPI|2010-01-04|2026-09-01|003550_01,003550,KR7003550001|KOSPI|2010-01-04|2026-09-01,2022-08-16,2022-08-12,85100.00000000,2024-01-18,nan,-15.28000000,352,False,2024-01-18,nan,-15.28000000,352,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003550001,,,,,,,,,,,,,,,,,,,KR7003550001,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003550_02,003550|KR7003550001|KOSPI|2010-01-04|2026-09-01|003550_02,003550,KR7003550001|KOSPI|2010-01-04|2026-09-01,2024-02-05,2024-02-02,91000.00000000,2024-04-16,nan,-16.04000000,48,False,2024-04-16,nan,-16.04000000,48,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003550001,,,,,,,,,,,,,,,,,,,KR7003550001,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003550_03,003550|KR7003550001|KOSPI|2010-01-04|2026-09-01|003550_03,003550,KR7003550001|KOSPI|2010-01-04|2026-09-01,2026-01-26,2026-01-23,93700.00000000,2026-09-01,nan,25.72000000,147,False,2026-09-01,nan,25.72000000,147,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003550001,,,,,,,,,,,,,,,,,,,KR7003550001,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003570_01,003570|KR7003570009|KOSPI|2010-01-04|2026-09-01|003570_01,003570,KR7003570009|KOSPI|2010-01-04|2026-09-01,2022-08-29,2022-08-26,11950.00000000,2022-09-15,nan,-16.32000000,12,False,2022-09-15,nan,-16.32000000,12,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003570009,,,,,,,,,,,,,,,,,,,KR7003570009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003570_02,003570|KR7003570009|KOSPI|2010-01-04|2026-09-01|003570_02,003570,KR7003570009|KOSPI|2010-01-04|2026-09-01,2023-10-23,2023-10-20,11630.00000000,2024-03-04,nan,60.62000000,90,False,2024-03-04,nan,60.62000000,90,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003570009,,,,,,,,,,,,,,,,,,,KR7003570009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003650_01,003650|KR7003650009|KOSPI|2010-01-04|2026-09-01|003650_01,003650,KR7003650009|KOSPI|2010-01-04|2026-09-01,2024-03-25,2024-03-22,80300.00000000,2026-08-31,nan,71.23000000,592,True,2026-08-31,nan,71.23000000,592,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7003650009,,,,,,,,,,,,,,,,,,,KR7003650009,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
003670_01,003670|KR7003670007|KOSPI|2019-05-29|2026-09-01|003670_01,003670,KR7003670007|KOSPI|2019-05-29|2026-09-01,2022-08-16,2022-08-12,156544.00000000,2023-06-01,nan,117.65000000,197,False,2023-06-01,nan,117.65000000,197,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003670007,,,,,,,,,,,,,,,,,,,KR7003670007,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003670_02,003670|KR7003670007|KOSPI|2019-05-29|2026-09-01|003670_02,003670,KR7003670007|KOSPI|2019-05-29|2026-09-01,2026-05-11,2026-05-08,290000.00000000,2026-05-18,nan,-19.83000000,6,False,2026-05-18,nan,-19.83000000,6,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003670007,,,,,,,,,,,,,,,,,,,KR7003670007,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003690_01,003690|KR7003690005|KOSPI|2010-01-04|2026-09-01|003690_01,003690,KR7003690005|KOSPI|2010-01-04|2026-09-01,2022-04-12,2022-04-08,6368.00000000,2022-06-27,nan,-14.59000000,50,False,2022-06-27,nan,-14.59000000,50,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003690005,,,,,,,,,,,,,,,,,,,KR7003690005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003690_02,003690|KR7003690005|KOSPI|2010-01-04|2026-09-01|003690_02,003690,KR7003690005|KOSPI|2010-01-04|2026-09-01,2023-02-27,2023-02-24,5750.00000000,2023-07-07,nan,-15.60000000,88,False,2023-07-07,nan,-15.60000000,88,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003690005,,,,,,,,,,,,,,,,,,,KR7003690005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003690_03,003690|KR7003690005|KOSPI|2010-01-04|2026-09-01|003690_03,003690,KR7003690005|KOSPI|2010-01-04|2026-09-01,2023-09-18,2023-09-15,5967.00000000,2025-11-03,nan,77.81000000,512,False,2025-11-03,nan,77.81000000,512,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003690005,,,,,,,,,,,,,,,,,,,KR7003690005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003720_01,003720|KR7003720000|KOSPI|2010-01-04|2026-09-01|003720_01,003720,KR7003720000|KOSPI|2010-01-04|2026-09-01,2023-03-27,2023-03-24,3510.00000000,2026-05-04,nan,224.79000000,756,False,2026-05-04,nan,224.79000000,756,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003720000,,,,,,,,,,,,,,,,,,,KR7003720000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
003800_01,003800|KR7003800000|KOSDAQ|2010-01-04|2026-09-01|003800_01,003800,KR7003800000|KOSDAQ|2010-01-04|2026-09-01,2025-06-30,2025-06-27,29400.00000000,2026-08-31,nan,12.41000000,287,True,2026-08-31,nan,12.41000000,287,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7003800000,,,,,,,,,,,,,,,,,,,KR7003800000,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
003830_01,003830|KR7003830007|KOSPI|2010-01-04|2026-09-01|003830_01,003830,KR7003830007|KOSPI|2010-01-04|2026-09-01,2023-01-30,2023-01-27,138500.00000000,2023-03-24,nan,-15.52000000,39,False,2023-03-24,nan,-15.52000000,39,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7003830007,,,,,,,,,,,,,,,,,,,KR7003830007,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
