ticker,name,market,asset_type,as_of,official_stage,candidate_state,pattern_a_score,close,market_cap,market_cap_eok,shares_outstanding,avg_trading_value_20d,avg_trading_value_20d_eok,median_trading_value_20d,avg_trading_value_60d,avg_trading_value_60d_eok,median_trading_value_60d,trading_days_20d,trading_days_60d,data_ready,missing_reason,review_status,manual_pattern_fit,manual_stage_fit,manual_notes
950190,고스트스튜디오,KOSDAQ,COMMON,2026-08-14,transition,candidate,48.86325553772538,9330.0,121449160470.0,1214.49,13017059,548946253.75,5.49,561306642.5,537306982.25,5.37,487361232.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
000050,경방,KOSPI,COMMON,2026-08-14,transition,candidate,61.153783582023216,8900.0,243995903000.0,2439.96,27415270,329419547.0,3.29,255711040.0,455842112.6666667,4.56,367103937.5,20,60,True,,REVIEWED,BORDERLINE,MATCH,"Monthly end of long decline is ambiguous. Base maturity also ambiguous. Long MAs tangled. Monthly chart still looks like bottom work. Current around 8,900 KRW versus resistance around 13,000 KRW. Weekly lows are rising. Weekly MAs are still tangled. Price is clearly raising lows and preparing for a potential advance. Weekly improvement is enough to move this beyond simple BASE. Acceptable TRANSITION."
000370,한화손해보험,KOSPI,COMMON,2026-08-14,transition,candidate,58.59306270136331,6990.0,816005015850.0,8160.05,116738915,2926167861.0,29.26,2080742487.5,3914964112.25,39.15,2971383917.5,20,60,True,,REVIEWED,GOOD_FIT,MATCH,"Long term decline ended. Sufficient base formed. Long term MAs are turning upward. Current around 6,990 KRW versus long resistance around 8,000 KRW. Weekly lows are rising. Weekly MAs are bullishly aligned. Resistance breakout attempts occurred in summer 2025 and February 2026. After those attempts, price declined but established a slightly higher low. This is one of the cleanest desired TRANSITION examples: Long base, MA improvement, Rising lows, Repeated resistance tests, Not yet excessively progressed."
000700,유수홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,67.96104562347068,6250.0,162761325000.0,1627.61,26041812,317192056.25,3.17,303516282.5,244184896.25,2.44,208183882.5,20,60,True,,REVIEWED,NOT_FIT,TOO_EARLY,"Very long, roughly 20 year box range. Base maturity ambiguous. Long MAs tangled. Still inside the box. Weekly lows oscillate. Weekly MAs tangled. Recent movement is directionless up and down. No real transition evidence. Closer to BASE."
000850,화천기공,KOSPI,COMMON,2026-08-14,transition,candidate,74.3146204680565,34150.0,75130000000.0,751.3,2200000,385173077.5,3.85,360361312.5,1683890675.0,16.84,439577150.0,20,60,True,,REVIEWED,BORDERLINE,MATCH,"Box range since around 2020. Base maturity somewhat ambiguous. Long MAs tangled. Monthly chart still looks like bottom work plus box range. Weekly lows are rising. Weekly MAs remain tangled. Price raised lows and then entered sideways consolidation. The MA structure is incomplete, but rising lows and consolidation after improvement support TRANSITION."
001210,금호전기,KOSPI,COMMON,2026-08-14,transition,candidate,70.79670145135384,6490.0,80320343840.0,803.2,12376016,14078557396.2,140.79,2550751955.5,19012723556.7,190.13,493533385.0,20,60,True,,REVIEWED,NOT_FIT,TOO_EARLY,Long term decline end remains ambiguous. Base maturity ambiguous. Long MAs still declining. Current state is bottom work. Monthly chart alone is enough to reject. Closer to BASE than TRANSITION.
001260,남광토건,KOSPI,COMMON,2026-08-14,transition,candidate,74.37369302278428,7710.0,75809130120.0,758.09,9832572,1211582102.75,12.12,576017857.5,3544850778.8333335,35.45,562533205.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
001450,현대해상,KOSPI,COMMON,2026-08-14,early_trend,candidate,71.13760805511733,45350.0,3866008137500.0,38660.08,85248250,23890959235.0,238.91,21550775287.5,22305945285.366665,223.06,20239092700.0,20,60,True,,REVIEWED,GOOD_FIT,MATCH,Looks like the beginning of a long term new high trend. This matches the intended EARLY_TREND concept well.
001800,오리온홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,80.53733223588422,26800.0,1612198273600.0,16121.98,60156652,2108367362.5,21.08,2047466612.5,3237084990.8333335,32.37,2656867912.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
001940,KISCO홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,91.0932887957266,27900.0,395521002000.0,3955.21,14176380,390073966.25,3.9,385892287.5,269564016.6666667,2.7,226110537.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
002170,SYTS,KOSPI,COMMON,2026-08-14,transition,candidate,76.4093227229365,56800.0,170400000000.0,1704.0,3000000,163732367.5,1.64,130264850.0,163811653.75,1.64,146198075.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
002460,HS화성,KOSPI,COMMON,2026-08-14,transition,candidate,75.55711952588241,11780.0,119567000000.0,1195.67,10150000,176170581.0,1.76,157686902.5,272271295.6666667,2.72,179876225.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
003120,일성아이에스,KOSPI,COMMON,2026-08-14,transition,candidate,65.5721248133113,20550.0,273315000000.0,2733.15,13300000,168902293.5,1.69,94174035.0,190359611.41666666,1.9,139916720.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
003300,한일홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,80.1832364373859,17220.0,530917465680.0,5309.17,30831444,354151710.0,3.54,351217917.5,339098215.4166667,3.39,307355810.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
003480,한진중공업홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,80.65641559241642,4860.0,143514886320.0,1435.15,29529812,121988799.2,1.22,109367111.0,201437381.66666666,2.01,167007695.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
003490,대한항공,KOSPI,COMMON,2026-08-14,transition,candidate,94.27428810124302,26300.0,9684203384300.0,96842.03,368220661,60424938586.25,604.25,54572518900.0,75307890404.58333,753.08,65566889550.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
003650,미창석유,KOSPI,COMMON,2026-08-14,early_trend,candidate,91.29534286584358,147400.0,256427652800.0,2564.28,1739672,484837010.0,4.85,450625675.0,462068169.1666667,4.62,430036300.0,20,60,True,,REVIEWED,GOOD_FIT,TOO_LATE,"Pattern A is strong. However, current location is already too progressed for EARLY_TREND. Detection should have occurred earlier."
003830,대한화섬,KOSPI,COMMON,2026-08-14,transition,candidate,68.37227803880948,117900.0,156571200000.0,1565.71,1328000,14076495.0,0.14,12501200.0,29888874.166666668,0.3,17804000.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
004000,롯데정밀화학,KOSPI,COMMON,2026-08-14,transition,candidate,63.096108796056576,47100.0,1215180000000.0,12151.8,25800000,2569181471.25,25.69,2301803687.5,3037855122.0833335,30.38,2716134925.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
004150,한솔홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,77.42258999585708,3480.0,142772637600.0,1427.73,41026620,302215440.2,3.02,218470045.0,1513927040.5,15.14,628922599.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
004690,삼천리,KOSPI,COMMON,2026-08-14,transition,candidate,76.82439356072982,124700.0,452259091900.0,4522.59,3626777,976776487.5,9.77,947535525.0,1353372021.6666667,13.53,1149385775.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
004700,조광피혁,KOSPI,COMMON,2026-08-14,transition,candidate,79.8063302805243,65500.0,435518539000.0,4355.19,6649138,138100730.0,1.38,86062450.0,161215132.5,1.61,120788400.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
005430,한국공항,KOSPI,COMMON,2026-08-14,early_trend,candidate,82.91330668374464,86200.0,272939801000.0,2729.4,3166355,1469173645.0,14.69,1191661725.0,1604337133.3333333,16.04,1190190375.0,20,60,True,,REVIEWED,GOOD_FIT,MATCH,This looks like the start of a major new high trend. EARLY_TREND is appropriate.
005720,넥센,KOSPI,COMMON,2026-08-14,transition,candidate,79.11513682121586,6270.0,329450735790.0,3294.51,52543977,192940630.75,1.93,162619440.0,213252890.66666666,2.13,195249612.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
005750,대림바스,KOSPI,COMMON,2026-08-14,transition,candidate,67.59938840961209,4770.0,79144984800.0,791.45,16592240,293488147.65,2.93,160445676.5,209015853.45,2.09,167191587.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
005810,풍산홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,69.84744496163532,39450.0,568762169400.0,5687.62,14417292,1169378290.0,11.69,1051692600.0,1324755393.3333333,13.25,1199874550.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
006040,동원산업,KOSPI,COMMON,2026-08-14,transition,candidate,70.98409304989124,37550.0,1657487753450.0,16574.88,44140819,1827643282.5,18.28,1634725862.5,2117783754.5833333,21.18,2038633087.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
006280,녹십자,KOSPI,COMMON,2026-08-14,transition,candidate,69.4307590268796,129200.0,1509900709600.0,15099.01,11686538,4694253300.0,46.94,4293315875.0,6513827170.833333,65.14,5720406150.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
007070,GS리테일,KOSPI,COMMON,2026-08-14,transition,candidate,90.19334463657628,27700.0,2315925395500.0,23159.25,83607415,6024132698.75,60.24,5316077612.5,5243781762.5,52.44,4746691987.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
007160,사조산업,KOSPI,COMMON,2026-08-14,transition,candidate,67.6925304830925,49500.0,247500000000.0,2475.0,5000000,405057346.25,4.05,251925125.0,331744464.5833333,3.32,233979487.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
007700,F&F홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,63.33743664182808,14940.0,584368642980.0,5843.69,39114367,409666461.25,4.1,381695157.5,359893150.1666667,3.6,348074142.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
008930,한미사이언스,KOSPI,COMMON,2026-08-14,transition,candidate,67.89829816715478,44300.0,3029745665000.0,30297.46,68391550,8415331310.0,84.15,6858130262.5,6158741449.166667,61.59,4386187612.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
009160,SIMPAC,KOSPI,COMMON,2026-08-14,transition,candidate,77.97740911774937,5000.0,326854840000.0,3268.55,65370968,604130557.2,6.04,503534957.5,712501628.7166667,7.13,685930457.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
009190,대양금속,KOSPI,COMMON,2026-08-14,transition,candidate,59.04666299062551,1746.0,76800036150.0,768.0,43986275,584979894.3,5.85,494465648.5,1907423037.9666667,19.07,915215758.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
009450,경동나비엔,KOSPI,COMMON,2026-08-14,transition,candidate,76.1305693827423,68100.0,992121115200.0,9921.21,14568592,4433338182.5,44.33,2169051750.0,3660068809.1666665,36.6,2886515525.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
009680,모토닉,KOSPI,COMMON,2026-08-14,transition,candidate,77.85518704687415,10230.0,222329551620.0,2223.3,21733094,172296031.0,1.72,139265275.0,231909400.16666666,2.32,203101342.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
009770,삼정펄프,KOSPI,COMMON,2026-08-14,transition,candidate,70.15161481475506,28500.0,71249173500.0,712.49,2499971,111763063.75,1.12,91759012.5,71798968.75,0.72,48388137.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
010400,우진아이엔에스,KOSPI,COMMON,2026-08-14,transition,candidate,54.30743483922316,4390.0,33460580000.0,334.61,7622000,169937654.9,1.7,137245193.0,112823679.06666666,1.13,72152927.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
011200,HMM,KOSPI,COMMON,2026-08-14,transition,candidate,71.70893223923801,21250.0,20043806862500.0,200438.07,943237970,27342621273.75,273.43,23318920330.0,30766652751.0,307.67,26890374790.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
011230,삼화전자,KOSPI,COMMON,2026-08-14,transition,candidate,27.14372943268428,2970.0,56922381450.0,569.22,19165785,3907995805.15,39.08,1791154591.0,11641074120.95,116.41,3485662463.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
011760,현대코퍼레이션,KOSPI,COMMON,2026-08-14,transition,candidate,80.07666195090725,27500.0,363796565000.0,3637.97,13228966,729919668.75,7.3,603679862.5,943784805.0,9.44,622036500.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
012750,에스원,KOSPI,COMMON,2026-08-14,transition,candidate,75.16096903455744,77700.0,2952536130600.0,29525.36,37999178,4170433041.8,41.7,3677075343.0,6022937525.45,60.23,4905967800.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
013700,까뮤이앤씨,KOSPI,COMMON,2026-08-14,transition,candidate,53.5847214595156,1759.0,105101709970.0,1051.02,59750830,622912614.85,6.23,411450954.5,756026127.4666667,7.56,235391560.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
014440,영보화학,KOSPI,COMMON,2026-08-14,transition,candidate,82.99206498597836,4670.0,93400000000.0,934.0,20000000,74988515.2,0.75,65313274.0,109178649.95,1.09,85582794.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
015230,대창단조,KOSPI,COMMON,2026-08-14,transition,candidate,65.12843605651878,6200.0,168290444000.0,1682.9,27143620,342018004.25,3.42,185405715.0,352261439.0833333,3.52,268955470.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
017940,E1,KOSPI,COMMON,2026-08-14,transition,candidate,70.9086354260079,89500.0,613970000000.0,6139.7,6860000,874678785.0,8.75,727890650.0,1017973205.0,10.18,917711425.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
018670,SK가스,KOSPI,COMMON,2026-08-14,transition,candidate,80.76615150312915,244000.0,2261695536000.0,22616.96,9269244,3882789860.0,38.83,2845274625.0,3514071344.1666665,35.14,2845274625.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
020760,일진디스플,KOSPI,COMMON,2026-08-14,transition,candidate,43.885040762125975,902.0,55503470462.0,555.03,61533781,1969980053.15,19.7,215707874.0,1048887173.3333334,10.49,167119351.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
021240,코웨이,KOSPI,COMMON,2026-08-14,transition,candidate,96.35863765381956,98200.0,6949361233200.0,69493.61,70767426,16733937196.45,167.34,18021659625.0,21637304407.1,216.37,19598915300.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
025000,KPX케미칼,KOSPI,COMMON,2026-08-14,transition,candidate,74.34161677123089,50500.0,221124804500.0,2211.25,4378709,209292245.0,2.09,215379625.0,228724850.83333334,2.29,204606300.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
025540,한국단자,KOSPI,COMMON,2026-08-14,transition,candidate,71.20518502673644,64200.0,649383000000.0,6493.83,10115000,1111044017.5,11.11,1195969975.0,1566915895.0,15.67,1311657700.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
025890,한국주강,KOSPI,COMMON,2026-08-14,transition,candidate,68.04001023765345,2510.0,27972986160.0,279.73,11144616,165134206.1,1.65,49187480.0,99604998.06666666,1.0,58304320.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
026960,동서,KOSPI,COMMON,2026-08-14,transition,candidate,85.38198074105433,26300.0,2622110000000.0,26221.1,99700000,2061245772.5,20.61,1694005162.5,2401716863.75,24.02,2183334025.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
027410,BGF,KOSPI,COMMON,2026-08-14,transition,candidate,78.21468077205549,4195.0,401531938245.0,4015.32,95716791,398775935.35,3.99,329540371.5,679107762.45,6.79,511222314.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
028100,동아지질,KOSPI,COMMON,2026-08-14,transition,candidate,81.6649931543775,17720.0,237261975440.0,2372.62,13389502,532702151.75,5.33,501955962.5,624531333.9166666,6.25,631284535.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
029530,신도리코,KOSPI,COMMON,2026-08-14,transition,candidate,68.77056466023284,43150.0,419233706350.0,4192.34,9715729,469644896.25,4.7,431713750.0,484816907.9166667,4.85,425759912.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
029780,삼성카드,KOSPI,COMMON,2026-08-14,transition,candidate,72.40962613253049,48550.0,5624949158050.0,56249.49,115858891,4517921020.0,45.18,3895704437.5,7321316105.416667,73.21,5133071225.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
030000,제일기획,KOSPI,COMMON,2026-08-14,transition,candidate,67.95394021472985,18980.0,2183482450500.0,21834.82,115041225,6178375448.5,61.78,5627994795.0,9142271012.45,91.42,6709677970.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
030190,NICE평가정보,KOSPI,COMMON,2026-08-14,transition,candidate,79.41255928723525,15870.0,934925933490.0,9349.26,58911527,965381938.85,9.65,1050705087.5,1292012464.3666666,12.92,1213327210.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
030200,KT,KOSPI,COMMON,2026-08-14,transition,candidate,85.39111279369075,53400.0,13457957979000.0,134579.58,252021685,23851808322.75,238.52,19439575152.5,24834992524.483334,248.35,21188059050.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
030210,다올투자증권,KOSPI,COMMON,2026-08-14,transition,candidate,66.40153284345851,3920.0,238771535520.0,2387.72,60911106,214971843.4,2.15,217295896.0,304494460.53333336,3.04,287995378.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
033920,무학,KOSPI,COMMON,2026-08-14,transition,candidate,75.92800849890558,8030.0,228855000000.0,2288.55,28500000,244728243.0,2.45,233102035.0,378547787.0833333,3.79,313906657.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
034310,NICE,KOSPI,COMMON,2026-08-14,transition,candidate,75.16463552097954,12990.0,477475469430.0,4774.75,36757157,710658259.75,7.11,646968560.0,675639476.0833334,6.76,646968560.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
034590,인천도시가스,KOSPI,COMMON,2026-08-14,transition,candidate,68.3314455929436,26700.0,116805931800.0,1168.06,4374754,48962135.0,0.49,36789387.5,54566660.833333336,0.55,46838812.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
035420,NAVER,KOSPI,COMMON,2026-08-14,transition,candidate,89.61695816134055,228000.0,35790889380000.0,357908.89,156977585,292100487243.25,2921.0,234061064375.0,504710940306.4167,5047.11,228670925925.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
035510,신세계 I&C,KOSPI,COMMON,2026-08-14,transition,candidate,58.67445666244794,13780.0,192656802000.0,1926.57,13980900,710002073.0,7.1,665475220.0,1997800536.5833333,19.98,1050443212.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
036570,NC,KOSPI,COMMON,2026-08-14,transition,candidate,80.47047169538418,247500.0,5332145445000.0,53321.45,21544022,19139679375.0,191.4,15306445500.0,33173970250.0,331.74,25164911000.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
037710,광주신세계,KOSPI,COMMON,2026-08-14,transition,candidate,86.13442372401853,39800.0,303561445600.0,3035.61,7627172,4928576100.0,49.29,3735952400.0,15613369240.0,156.13,3128462050.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
044450,KSS해운,KOSPI,COMMON,2026-08-14,transition,candidate,76.48359083964534,10360.0,239169716800.0,2391.7,23085880,497381744.75,4.97,431317487.5,604262347.25,6.04,538691855.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
051600,한전KPS,KOSPI,COMMON,2026-08-14,transition,candidate,78.70027013057896,46350.0,2085750000000.0,20857.5,45000000,4820726138.75,48.21,4353671312.5,6857524641.666667,68.58,5953961225.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
060980,HL홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,79.67574069597083,41100.0,373140611700.0,3731.41,9078847,660573158.75,6.61,641846637.5,1157779355.8333333,11.58,913501950.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
064960,SNT모티브,KOSPI,COMMON,2026-08-14,transition,candidate,69.08256342888708,28450.0,755070738400.0,7550.71,26540272,1753267923.75,17.53,1625686500.0,1975985649.1666667,19.76,1749239812.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
068270,셀트리온,KOSPI,COMMON,2026-08-14,transition,candidate,75.18276117020477,201000.0,46756052376000.0,467560.52,232617176,146107620025.0,1461.08,127312548975.0,126437877321.66667,1264.38,114136543875.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
072130,유엔젤,KOSPI,COMMON,2026-08-14,transition,candidate,88.55293899842175,4895.0,62144247330.0,621.44,12695454,195557000.5,1.96,177398347.5,327231462.06666666,3.27,281201161.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
073240,금호타이어,KOSPI,COMMON,2026-08-14,transition,candidate,49.18602873168163,8140.0,2338298736180.0,23382.99,287260287,60482280506.5,604.82,38718923245.0,39898796085.53333,398.99,19915420359.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
079160,CJ CGV,KOSPI,COMMON,2026-08-14,transition,candidate,43.567925951839605,5440.0,900769322240.0,9007.69,165582596,3571688562.15,35.72,3358480224.0,2439696592.8166666,24.4,1933363811.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
081660,미스토홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,68.2498449449156,42500.0,2256403200000.0,22564.03,53091840,5470032965.0,54.7,5477571400.0,7663147578.45,76.63,6082094512.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
082640,동양생명,KOSPI,COMMON,2026-08-14,transition,candidate,66.1231273763423,8250.0,1287516293250.0,12875.16,156062581,1098499043.25,10.98,733065937.5,1213258773.9166667,12.13,919827207.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
088790,진도,KOSPI,COMMON,2026-08-14,transition,candidate,78.14503642916726,2235.0,27820707840.0,278.21,12447744,52359817.5,0.52,52252060.0,73376198.81666666,0.73,54120687.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
089860,롯데렌탈,KOSPI,COMMON,2026-08-14,early_trend,candidate,77.79038102158971,45000.0,1633922460000.0,16339.22,36309388,6385884888.75,63.86,4221143500.0,3347506717.0833335,33.48,1974305762.5,20,60,True,,REVIEWED,GOOD_FIT,TOO_LATE,"Pattern A is good. Early July around 36,000 KRW would have been a much better detection point. Current EARLY_TREND classification is late."
092790,넥스틸,KOSPI,COMMON,2026-08-14,transition,candidate,70.70314441316526,12920.0,335945840000.0,3359.46,26002000,6725283512.5,67.25,3183304527.5,7015684600.416667,70.16,3598322325.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
096760,JW홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,81.37524246101633,4135.0,305679635170.0,3056.8,73924942,502376322.55,5.02,277009512.0,395652624.4166667,3.96,309612930.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
096770,SK이노베이션,KOSPI,COMMON,2026-08-14,transition,candidate,61.85069629675105,128700.0,21757093815600.0,217570.94,169052788,102657645160.0,1026.58,92071558050.0,75339151415.0,753.39,60824836000.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
100220,비상교육,KOSPI,COMMON,2026-08-14,transition,candidate,71.47508347807198,5170.0,67193150970.0,671.93,12996741,331260790.4,3.31,312682284.5,349809285.93333334,3.5,270072450.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
139480,이마트,KOSPI,COMMON,2026-08-14,transition,candidate,80.69926004533595,78900.0,2177310119100.0,21773.1,27595819,9354452687.5,93.54,7442938725.0,13335401892.5,133.35,11858718300.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
161890,한국콜마,KOSPI,COMMON,2026-08-14,early_trend,candidate,85.0160696146914,136700.0,3226814025900.0,32268.14,23605077,50767483695.0,507.67,24471090575.0,38589386283.333336,385.89,22983542575.0,20,60,True,,REVIEWED,GOOD_FIT,MATCH,Strong Pattern A. The stock is early enough in a new long term trend to keep MATCH.
180640,한진칼,KOSPI,COMMON,2026-08-14,transition,candidate,64.9899431927868,120000.0,8011473480000.0,80114.73,66762279,14208377815.0,142.08,10652993800.0,20430010488.333332,204.3,14321616300.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
192080,더블유게임즈,KOSPI,COMMON,2026-08-14,transition,candidate,91.24537645886755,61600.0,1304285628800.0,13042.86,21173468,3218613515.0,32.19,3083243225.0,5474985195.0,54.75,4753401250.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
192400,쿠쿠홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,75.1421832237662,26350.0,937063574750.0,9370.64,35562185,537453130.0,5.37,520448700.0,591248598.3333334,5.91,509173612.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
207940,삼성바이오로직스,KOSPI,COMMON,2026-08-14,transition,candidate,80.2088821476101,1548000.0,71658392148000.0,716583.92,46290951,105919359100.0,1059.19,78606388000.0,90907832107.01666,909.08,76920452750.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
227840,현대코퍼레이션홀딩스,KOSPI,COMMON,2026-08-14,transition,candidate,75.2178755719104,13680.0,124499436480.0,1244.99,9100836,190636183.5,1.91,146580385.0,219202588.08333334,2.19,187849535.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
267290,경동도시가스,KOSPI,COMMON,2026-08-14,transition,candidate,71.07578071983806,21650.0,127635539900.0,1276.36,5895406,347429159.0,3.47,159607440.0,415436784.9166667,4.15,298879282.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
268280,미원에스씨,KOSPI,COMMON,2026-08-14,transition,candidate,27.873765102504656,132500.0,662500000000.0,6625.0,5000000,360993720.0,3.61,344189600.0,371145203.3333333,3.71,289754250.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
271560,오리온,KOSPI,COMMON,2026-08-14,transition,candidate,93.3592749521089,134000.0,5296857592000.0,52968.58,39528788,14735447715.0,147.35,12937397825.0,16237210906.133333,162.37,15634856200.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
282330,BGF리테일,KOSPI,COMMON,2026-08-14,transition,candidate,86.36317960386219,145200.0,2509623151200.0,25096.23,17283906,10380808263.5,103.81,8995772125.0,10875803633.716667,108.76,8995772125.0,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
300720,한일시멘트,KOSPI,COMMON,2026-08-14,transition,candidate,66.14314746267006,14900.0,1095823614100.0,10958.24,73545209,1022196371.25,10.22,1075343947.5,1663780079.75,16.64,1519451382.5,20,60,True,,UNREVIEWED,UNREVIEWED,UNREVIEWED,
317400,자이에스앤디,KOSPI,COMMON,2026-08-14,early_trend,candidate,65.57716182824541,10030.0,388988675600.0,3889.89,38782520,15824125747.75,158.24,14635156880.0,5919969516.55,59.2,1365899297.0,20,60,True,,REVIEWED,BORDERLINE,TOO_LATE,"Structure improved, but progression was too fast. Preferred Pattern A behavior is a slower rise and pullback sequence. Current timing is too late."
